Date,Temperature,Dew/Frost Point,Wet Bulb Temperature,Earth Skin Temperature,Min Temperature,Max Temperature,Specific Humidity,Relative Humidity,Precipitation,Day Peak,Evening Peak,Off Peak
10/03/2021,27.98,25.19,26.58,28.52,26.14,30.3,20.08,85.06,1.18,1265,1347,1004
10/04/2021,27.89,25.17,26.53,28.37,26.46,29.83,20.08,85.38,4.47,1256,1328,996
10/05/2021,28.51,24.87,26.69,29.44,26.4,30.87,19.71,81.06,11.71,1286,1366,1025
10/06/2021,28.05,25.07,26.55,28.69,26.04,30.51,19.96,84.12,7.02,1335,1441,1044
10/07/2021,28.4,24.93,26.66,28.85,25.23,31.44,19.84,81.88,6.67,1334,1450,1045
10/08/2021,28.56,25.05,26.8,29.15,25.49,31.85,19.96,82.06,9.68,1308,1413,1043
10/09/2021,28.51,25.04,26.77,28.94,25.91,31.77,19.96,82.31,10.84,1333,1415,1057
10/10/2021,28.82,25.37,27.09,29.19,26.01,31.97,20.39,82.25,6.47,1389,1436,1091
10/11/2021,28.99,26.31,27.65,29.45,25.86,32.87,21.61,86.06,1.87,1420,1432,1110
10/12/2021,28.28,26.76,27.52,28.54,26.76,30.64,22.16,91.56,11.59,1407,1422,1122
10/13/2021,29.44,24.83,27.13,29.14,26.72,32.62,19.78,77.69,30.29,1377,1414,1136
10/14/2021,29.44,25.38,27.41,29.97,25.4,33.64,20.45,79.81,13.74,1340,1389,1108
10/15/2021,29.61,26.33,27.97,30.01,27.3,33.25,21.61,83.12,6.26,1297,1346,1044
10/16/2021,29.41,25.79,27.6,29.8,27.08,32.74,20.94,81.88,16.42,1280,1344,1007
10/17/2021,28.74,25.45,27.09,28.88,26.73,32.03,20.45,83.06,20.05,1284,1364,1003
10/18/2021,26.29,24.33,25.31,26.74,25.1,27.43,19.04,89.06,32.74,1261,1337,984
10/19/2021,27.03,25.21,26.12,27.42,25.69,28.76,20.02,89.81,17.66,1214,1272,944
10/20/2021,27.14,24.83,25.99,27.58,25.98,28.81,19.59,87.31,33.54,1174,1248,914
10/21/2021,27.21,25.01,26.12,27.69,25.97,29.26,19.84,87.88,31.71,1166,1279,910
10/22/2021,26.44,23.61,25.02,27.15,24.19,28.58,18.19,84.56,1.42,1157,1311,920
10/23/2021,25.87,21.5,23.69,26.47,22.98,29.05,15.99,77.44,0.74,1180,1357,924
10/24/2021,26.42,20.31,23.37,26.4,23.43,29.33,14.83,69.94,1.43,1220,1374,928
10/25/2021,25.97,20.72,23.34,26.25,23.04,28.33,15.26,73,0,1235,1350,955
10/26/2021,26.49,21.55,24.02,27.01,24.14,28.42,16.05,74.44,0.07,1250,1358,991
10/27/2021,26.3,23.02,24.66,26.88,24.44,28.79,17.52,82.44,0.43,1251,1400,1004
10/28/2021,26.99,23.14,25.07,27.72,23.37,30.52,17.64,80.38,0.1,1237,1408,1018
10/29/2021,27.29,24.11,25.69,27.85,24.34,31.1,18.74,83.69,0,1252,1405,1040
10/30/2021,26.56,23.76,25.16,27.23,23.71,30.33,18.31,85.44,0,1314,1416,1048
10/31/2021,25.79,23.15,24.47,26.55,22.66,29.51,17.7,86.19,0,1325,1393,1017
11/01/2021,23.86,20.57,22.22,24.57,20.19,28.1,15.08,83.38,0,1258,1328,958
11/02/2021,22.69,18.66,20.67,23.3,18.26,26.94,13.37,79.38,0,1216,1293,911
11/03/2021,23.1,18.52,20.81,23.56,20.19,26.56,13.24,75.94,0,1221,1306,894
11/04/2021,22.78,18.85,20.81,23.39,19.74,26.8,13.55,79.56,0,1194,1291,884
11/05/2021,22.57,19.84,21.2,23.4,18.52,27.4,14.4,85.81,0,1123,1229,850
11/06/2021,22.19,19.08,20.64,22.98,18.35,27.22,13.79,83.56,0,1095,1200,807
11/07/2021,21.61,18.87,20.24,22.38,16.99,26.83,13.61,85.38,0,1120,1224,814
11/08/2021,23.21,20.58,21.9,24.25,18.63,28.45,15.14,85.94,0,1151,1264,876
11/09/2021,24.19,21.72,22.95,25.5,20.23,28.76,16.24,86.81,0,1181,1310,922
11/10/2021,24.63,21.81,23.23,25.88,20.57,28.94,16.3,84.88,0,1226,1342,928
11/11/2021,24.93,21.49,23.21,26.07,20.89,28.35,15.99,81.88,0,1239,1328,932
11/12/2021,25.69,22.8,24.25,26.23,22.77,29.33,17.27,84.56,0.02,1206,1256,937
11/13/2021,24.73,22.41,23.57,25.5,23.09,27.39,16.91,87.25,0.49,1181,1220,911
11/14/2021,25.04,22.23,23.63,25.73,22.73,28.31,16.72,84.94,0.88,1199,1253,886
11/15/2021,24.92,21.56,23.24,25.97,22.09,27.54,16.05,82.19,1.61,1227,1298,903
11/16/2021,25.08,22.33,23.71,26.26,22.35,28.63,16.85,85.25,1.33,1227,1301,917
11/17/2021,24.41,21.71,23.06,25.05,20.69,29.26,16.17,85.88,0.68,1196,1270,911
11/18/2021,23.55,19.38,21.47,24.06,19.31,28.8,14.04,79.06,0,1147,1216,872
11/19/2021,23.34,18.6,20.97,23.76,19.53,28.1,13.37,76.06,0,1094,1182,823
11/20/2021,22.86,18.62,20.73,23.41,19.67,27.33,13.37,78.12,0,1090,1214,794
11/21/2021,22.63,19.47,21.05,23.14,18.38,27.4,14.1,83.69,0,1105,1243,804
11/22/2021,23.26,19.45,21.36,23.62,19.03,28.44,14.1,80.44,0,1128,1257,840
11/23/2021,22.93,19.51,21.22,23.32,19.05,27.91,14.16,81.94,0,1146,1255,857
11/24/2021,22.11,19.01,20.56,22.67,17.53,27.72,13.67,84.25,0,1108,1212,831
11/25/2021,22.31,17.84,20.08,22.48,18.4,27.83,12.7,77.75,0,1063,1165,797
11/26/2021,20.3,16.8,18.55,20.78,16.65,25.36,11.84,81.88,0,1064,1132,781
11/27/2021,20.15,16.49,18.33,20.7,15.18,26.25,11.66,80.75,0,1086,1126,759
11/28/2021,20.62,16.66,18.64,21.09,15.51,26.32,11.78,79.75,0,1103,1126,752
11/29/2021,20.49,17.55,19.01,21.09,16.49,25.87,12.45,84.31,0,1141,1139,776
11/30/2021,21.64,18.27,19.96,22.3,16.82,26.81,13.06,82.12,0,1174,1164,792
12/01/2021,23.13,19.1,21.12,23.5,18.57,28.35,13.73,79.62,0,1153,1153,781
12/02/2021,23.45,19.16,21.3,23.53,18.69,28.73,13.79,78.44,0,1067,1097,750
12/03/2021,23.83,18.94,21.39,23.9,18.37,28.35,13.55,75.62,0.5,958,1034,708
12/04/2021,23.47,19.6,21.54,23.8,20.11,26.64,14.16,79.31,6.42,918,1002,683
12/05/2021,23.32,21.15,22.23,23.87,21.58,26,15.56,87.94,17.83,940,989,684
12/06/2021,23.34,21.65,22.5,23.58,21.25,25.92,16.11,90.31,42.79,973,1018,703
12/07/2021,23.78,22.11,22.94,23.91,21.96,26.29,16.54,90.5,24.51,1018,1080,743
12/08/2021,23.9,21.97,22.94,24.05,21.87,26.56,16.36,89.12,10.67,1055,1124,776
12/09/2021,24.32,21.44,22.87,24.65,20.8,28.3,15.81,84.81,1.39,1047,1112,785
12/10/2021,22.74,20.25,21.49,23.36,19.65,26.43,14.71,86.62,0.12,1005,1091,768
12/11/2021,21.12,18.3,19.71,21.57,17.62,26.23,13,85.31,0.2,993,1103,735
12/12/2021,19.46,16.54,18,20.04,15.53,24.5,11.66,84.31,0,1000,1102,711
12/13/2021,19.16,16.05,17.61,20.21,15.08,24.01,11.29,83.12,0,995,1083,699
12/14/2021,19.79,17.25,18.51,20.73,15.59,25.01,12.21,85.94,0,980,1065,694
12/15/2021,19.26,16.37,17.81,19.98,15.68,23.8,11.54,84.06,0,927,1014,684
12/16/2021,18.89,16.12,17.51,19.83,13.87,24.64,11.35,84.94,0,840,945,652
12/17/2021,18.93,16.22,17.58,19.78,14.73,24.91,11.41,85.38,0,829,946,622
12/18/2021,19.53,16.38,17.96,20.15,14.79,25.65,11.54,83.31,0,896,1013,628
12/19/2021,18.29,15.34,16.81,18.83,14.21,23.53,10.8,84.06,0,983,1082,677
12/20/2021,17.09,14.16,15.63,18.14,12.56,22.31,10.01,83.56,0,1070,1119,744
12/21/2021,17.33,14.23,15.78,18.36,13.43,21.6,10.07,82.56,0,1132,1122,770
12/22/2021,18.4,13.42,15.91,18.08,16.81,21.32,9.52,72.88,0,1134,1111,755
12/23/2021,19.09,13.8,16.44,18.42,15.45,22.97,9.77,71.75,0,1066,1069,733
12/24/2021,18.8,15.42,17.11,18.89,14.1,23.65,10.86,81.44,0,1014,1027,728
12/25/2021,19.42,14.67,17.05,19.39,14.45,24.9,10.31,76.06,0,1030,1050,743
12/26/2021,18.99,14.3,16.65,18.82,14.9,24.15,10.07,75.25,0,1064,1102,767
12/27/2021,18.37,14.1,16.23,18.7,13.95,24.18,9.95,78.19,0,1077,1139,784
12/28/2021,18.33,13.76,16.05,18.46,13.77,24.11,9.7,76.69,0,1091,1173,790
12/29/2021,18.62,13.17,15.9,18.56,13.95,24.04,9.34,71.88,0,1097,1202,782
12/30/2021,19.96,12.83,16.4,19.42,15.18,26.97,9.16,65.69,0,1056,1194,773
12/31/2021,18.69,14.94,16.81,19.04,13.95,24.6,10.5,80.25,0,977,1117,763
01/01/2022,18.19,15.23,16.71,18.76,13.51,23.92,10.68,84.06,0,906,1021,743
01/02/2022,17.45,14.41,15.93,17.39,13.37,21.9,10.13,82.69,0,880,996,705
01/03/2022,17.5,14.02,15.76,18.26,12.62,23.04,9.89,81.38,0,928,1016,676
01/04/2022,17.33,14.32,15.83,17.69,12.78,22.88,10.07,84.12,0,997,1024,684
01/05/2022,17.35,13.62,15.49,17.69,12.05,23.59,9.7,80.69,0,1017,1016,715
01/06/2022,17.4,12.85,15.12,17.86,12.09,23.4,9.22,76.62,0,996,1004,747
01/07/2022,18.23,13.51,15.87,18.44,13.45,24.12,9.58,75.62,0,983,1004,765
01/08/2022,18.8,14.46,16.62,18.82,13.94,24.4,10.19,77.44,0,1011,1043,764
01/09/2022,19.16,15,17.08,19.27,14.43,24.4,10.62,77.94,0,1043,1091,768
01/10/2022,19.55,15.26,17.4,19.47,14.94,24.48,10.8,77.25,0,1072,1117,797
01/11/2022,19.81,15.37,17.59,19.75,15.15,25.3,10.86,76.94,0,1107,1118,814
01/12/2022,19.61,16.4,18.01,19.87,15.44,23.61,11.6,82.94,0.37,1118,1108,799
01/13/2022,19.33,15.62,17.48,19.48,15.78,23.23,10.99,79.88,1.86,1090,1087,780
01/14/2022,18.88,15.83,17.36,19.67,15.51,23.7,11.11,83.56,3.11,1039,1085,772
01/15/2022,18.73,15.1,16.91,19.5,14.48,23.65,10.62,81.12,0.16,1026,1107,771
01/16/2022,18.07,14.83,16.44,18.83,13.97,23.44,10.44,82.81,0.01,1042,1090,777
01/17/2022,17.82,14.62,16.23,18.63,12.06,24.55,10.31,82.5,0,1061,1072,784
01/18/2022,18.64,15.26,16.95,19.25,13.71,23.46,10.74,81.81,0,1092,1096,784
01/19/2022,18.77,15.06,16.91,18.94,15.01,22.61,10.62,79.75,0,1101,1114,776
01/20/2022,18.55,13.85,16.2,18.45,15.08,22.33,9.83,74.75,0,1062,1099,770
01/21/2022,19.21,13.61,16.4,18.64,15.05,22.83,9.64,70.75,0,1024,1074,765
01/22/2022,18.62,13.01,15.81,18.84,13.87,23.77,9.28,71.44,0,1030,1061,755
01/23/2022,19.43,13.33,16.38,19.2,14.9,24.3,9.52,68.69,0.02,1057,1070,751
01/24/2022,19,16.1,17.55,19.66,14.76,22.67,11.41,83.94,2.21,1084,1118,761
01/25/2022,19.94,17.61,18.77,20.59,17.63,23.28,12.57,86.81,2.55,1112,1160,781
01/26/2022,19.3,15.9,17.6,19.99,16.22,23.27,11.23,81.75,1.61,1130,1152,801
01/27/2022,19.13,15.72,17.43,19.41,15.87,22.64,11.05,81.19,4.26,1126,1134,812
01/28/2022,16.37,11.9,14.14,17.68,12.55,21.11,8.67,77.56,0.94,1111,1128,807
01/29/2022,14.65,9.95,12.3,15.93,9.62,19.85,7.57,75.88,0,1119,1131,804
01/30/2022,15.55,11.51,13.53,16.37,10.3,21.28,8.42,78.56,0,1141,1131,801
01/31/2022,16.62,11.04,13.83,16.65,11.04,21.81,8.18,72,0,1138,1122,795
02/01/2022,17.37,12.62,15,17.47,12.85,22.27,9.09,74.69,0,1126,1106,784
02/02/2022,19.29,13.8,16.54,18.83,15.28,23.76,9.83,72.25,0.01,1117,1096,757
02/03/2022,19.83,11.8,15.81,19.23,13.26,25.76,8.61,62.44,0.07,1054,1075,722
02/04/2022,19.94,13.26,16.6,19.41,14.33,25.74,9.52,67.06,0,945,1045,696
02/05/2022,17.87,16.16,17.01,18.12,13.83,21.24,11.47,90,23.88,910,1050,679
02/06/2022,16.21,11.37,13.79,17.26,11.17,22.09,8.36,76.31,8.48,945,1077,675
02/07/2022,15.55,11.11,13.33,16.69,9.99,21.58,8.18,77.38,0.05,982,1094,684
02/08/2022,16.08,11.29,13.68,16.85,10.32,22.65,8.3,75.62,0,992,1095,696
02/09/2022,16.96,11.29,14.12,17.3,11.25,23.23,8.3,71.19,0,979,1081,698
02/10/2022,18.1,12.97,15.54,18.55,12.39,24.24,9.34,73.56,0,964,1060,701
02/11/2022,18.96,15.01,16.98,19.55,15.38,23.88,10.62,78.62,0,952,1056,702
02/12/2022,16.93,10.91,13.92,17.72,11.8,22.62,8.12,70.69,0,962,1078,693
02/13/2022,17.45,11.03,14.24,18.11,10.94,24.53,8.18,68.25,0,997,1091,687
02/14/2022,18.29,11.33,14.81,18.59,12.6,24.98,8.36,65.94,0,1025,1091,700
02/15/2022,17.9,10.7,14.3,18.39,12.27,24.21,8,65.31,0,1035,1090,720
02/16/2022,17.95,10.6,14.27,18.01,11.48,23.81,7.93,65.12,0,1046,1101,728
02/17/2022,18.19,11.18,14.69,18.26,12.19,24.7,8.3,65.44,0,1032,1102,724
02/18/2022,18.15,10.6,14.37,18.33,12.14,24.9,7.93,63.69,0,984,1083,721
02/19/2022,18.36,10.06,14.21,18.31,11.79,24.89,7.69,60.62,0,953,1059,725
02/20/2022,19.76,12.21,15.98,20.14,13.61,25.81,8.91,63.75,0.11,932,1008,712
02/21/2022,20.23,14.51,17.37,21.15,15.8,25.82,10.31,71.62,3.95,919,983,680
02/22/2022,21.4,13.44,17.42,21.44,16.15,27.2,9.58,62.25,2.6,968,1039,680
02/23/2022,22.05,14.06,18.05,21.95,16.27,27.57,9.95,62,0,1016,1103,715
02/24/2022,22.76,15.05,18.9,22.81,16.83,28.67,10.56,63.25,0,1019,1111,743
02/25/2022,23.23,16.33,19.78,23.59,17.9,29.18,11.54,66.88,0.02,1012,1088,748
02/26/2022,23.92,17.6,20.76,24.31,19.19,30.12,12.45,69.75,0,1031,1114,748
02/27/2022,22.63,15.56,19.1,23.23,16.81,28.53,10.99,67.25,0,1051,1153,752
02/28/2022,23.58,16.13,19.86,23.68,18.64,29.26,11.41,64.06,0,1048,1161,761
03/01/2022,22.96,15.51,19.23,23.16,18.15,29.3,10.93,65.44,0,1041,1154,767
03/02/2022,21.65,13.18,17.41,22.16,15.35,28.53,9.4,60.81,0,1053,1157,765
03/03/2022,22.07,12.94,17.51,22.44,15.16,29.38,9.28,58.69,0,1066,1160,773
03/04/2022,22.18,13.25,17.72,22.73,15.66,29.19,9.46,59.62,0,1085,1165,806
03/05/2022,22.8,13.4,18.11,23.1,16.33,29.74,9.58,57.56,0,1133,1204,842
03/06/2022,23.37,13.7,18.54,23.76,17.12,30.74,9.77,57.06,0,1188,1241,860
03/07/2022,23.59,14.69,19.14,24.39,16.57,31.27,10.44,60.31,0,1238,1260,872
03/08/2022,25.05,14.7,19.87,24.84,19.62,30.83,10.44,55.06,0,1267,1274,891
03/09/2022,25.01,15.12,20.06,25.07,19.26,31.24,10.74,56.06,0,1246,1259,912
03/10/2022,24.56,15.12,19.84,25.17,17.92,31.66,10.68,58.75,0,1202,1233,927
03/11/2022,24.08,14.05,19.06,24.52,17.77,31.11,10.01,56.12,0,1168,1228,924
03/12/2022,24.15,13.7,18.92,24.48,17.81,31.38,9.77,54.69,0,1187,1251,919
03/13/2022,24.56,14.07,19.32,25.11,17.4,32.03,10.01,54.56,0,1248,1265,936
03/14/2022,25.63,14.91,20.27,25.8,19.34,32.4,10.56,53.69,0,1298,1276,966
03/15/2022,26.32,14.15,20.23,25.99,20.45,32.55,10.07,48.81,0,1325,1313,991
03/16/2022,26.44,16.84,21.64,26.82,21.77,32.87,12.15,59.25,0,1336,1350,994
03/17/2022,26.69,17.08,21.88,26.74,20.9,33.37,12.33,60.38,0,1299,1334,980
03/18/2022,26.8,15.25,21.02,26.79,20.83,33.63,10.86,51.06,0,1225,1283,957
03/19/2022,27.48,16.38,21.94,27.81,22.79,33.56,11.66,52.19,0,1188,1283,944
03/20/2022,26.4,18.89,22.65,28.08,22.08,32.74,13.79,67.31,0,1223,1325,968
03/21/2022,26.61,18.26,22.44,28.2,21.5,33.12,13.18,64.38,0,1277,1361,1008
03/22/2022,27.41,17.51,22.46,28.83,20.92,34.56,12.7,60.69,0,1320,1391,1040
03/23/2022,28.6,19.58,24.08,29.82,22.94,35.44,14.47,63.38,0,1339,1401,1072
03/24/2022,27.34,21.91,24.63,29,24.37,32.33,16.54,74.62,0,1297,1362,1076
03/25/2022,27.18,22.26,24.72,28.95,24.38,31.35,16.78,75.56,0,1194,1298,1042
03/26/2022,27.14,22.69,24.91,28.9,24.94,30.84,17.21,77.44,0.14,1149,1288,1015
03/27/2022,27.48,22.62,25.05,29.72,24.37,32.19,17.15,76.25,1,1253,1342,1032
03/28/2022,27.14,22.15,24.65,29.38,23.6,31.73,16.66,75.5,0.86,1361,1395,1076
03/29/2022,26.93,22.03,24.48,29.19,23.38,31.56,16.6,76.25,0.07,1392,1425,1110
03/30/2022,27.48,22.59,25.04,29.62,24.37,31.76,17.15,75.88,0.44,1379,1417,1120
03/31/2022,27.93,22.58,25.26,30.09,24.7,32.28,17.09,73.75,0.33,1321,1357,1092
04/01/2022,28.05,22.65,25.35,30.03,25.1,32.27,17.15,73.69,0,1234,1300,1055
04/02/2022,27.98,22.51,25.25,30.19,24.78,32.57,17.03,73.69,0,1209,1313,1044
04/03/2022,27.6,22.25,24.93,29.76,23.94,32.23,16.72,73.94,0,1273,1352,1058
04/04/2022,28.3,22.53,25.41,30.26,25.33,32.23,17.03,71.94,0.01,1343,1363,1080
04/05/2022,28.12,22.84,25.48,30.5,24.37,32.8,17.33,74.44,0.16,1372,1359,1103
04/06/2022,28.25,22.35,25.3,30.9,24.74,33.33,16.85,72.12,1.11,1351,1360,1100
04/07/2022,29.98,19.85,24.91,32.17,24.93,36.72,14.71,60.38,0,1297,1364,1084
04/08/2022,28.73,21.33,25.03,31.13,24.12,34.65,15.99,68.31,0,1245,1353,1072
04/09/2022,28.53,21.6,25.06,30.76,24.1,34.08,16.3,70.19,0,1249,1362,1069
04/10/2022,28.8,22.08,25.44,31.53,24.36,34.75,16.72,70.5,0,1290,1394,1073
04/11/2022,28.72,23.64,26.18,30.69,25.26,33.11,18.31,75.75,0.02,1320,1417,1077
04/12/2022,28.92,23.57,26.25,31.37,25.78,33.44,18.25,74.56,0.02,1312,1416,1074
04/13/2022,29.16,22.96,26.06,31.76,26.04,34.1,17.58,70.94,0.01,1274,1396,1064
04/14/2022,28.94,23.48,26.21,30.76,26.73,32.65,18.19,73.44,0,1230,1373,1052
04/15/2022,29.31,23.38,26.34,31.01,27.26,32.83,18.07,71.44,0.04,1238,1370,1044
04/16/2022,28.3,23.58,25.94,29.76,26.58,30.96,18.31,76.25,0.1,1303,1392,1049
04/17/2022,28.55,23.34,25.94,30.33,25.71,32.73,18.01,74.75,0.02,1357,1406,1067
04/18/2022,28.58,23.69,26.13,30.79,25.73,32.42,18.37,76.06,0.02,1388,1408,1093
04/19/2022,28.72,22.82,25.77,31.23,24.72,33.56,17.46,73.12,1.33,1375,1410,1104
04/20/2022,27.77,22.74,25.26,29.6,24.9,32.45,17.4,76.5,16.57,1299,1397,1100
04/21/2022,27.4,21.38,24.4,29.4,23.59,31.86,15.93,71.81,21.81,1226,1378,1106
04/22/2022,27.69,23.17,25.43,29.11,25.05,31.65,17.76,77.69,14.26,1231,1393,1132
04/23/2022,27.86,24.26,26.05,29.55,24.63,31.94,18.98,81.81,18.12,1320,1451,1173
04/24/2022,28.62,24.53,26.57,29.8,25.36,32.94,19.35,80,9.39,1403,1495,1206
04/25/2022,28.58,24.63,26.61,30.37,25.36,32.94,19.47,80.62,0.02,1436,1516,1202
04/26/2022,27.96,24.9,26.43,29.01,25.4,30.78,19.78,84.19,0.28,1473,1534,1183
04/27/2022,28.73,24.69,26.71,29.96,25.55,33.52,19.53,80.81,0.86,1494,1546,1185
04/28/2022,28.64,24.45,26.55,30.24,25.19,33.1,19.29,79.94,0.23,1448,1525,1185
04/29/2022,29.15,23.74,26.44,30.98,24.86,34.38,18.49,75.5,0.01,1356,1460,1153
04/30/2022,29.46,22.81,26.13,30.87,25.42,34.5,17.46,69.5,0.88,1241,1343,1084
05/01/2022,29.9,21.72,25.81,31.55,26.35,34.57,16.36,63.44,0.96,1103,1204,981
05/02/2022,29.65,23.03,26.34,31.12,26.56,33.72,17.7,68.88,2.72,976,1057,888
05/03/2022,28.71,23.3,26.01,30.06,26.16,32.21,17.94,73.56,4.02,880,958,827
05/04/2022,28.48,23.44,25.95,29.68,25.95,31.4,18.13,75.44,11.39,874,1003,827
05/05/2022,28.37,22.02,25.19,30.58,25.39,32.53,16.6,70.44,3.55,976,1135,888
05/06/2022,29.09,21.71,25.4,31.21,25.45,33.98,16.3,66,3.63,1119,1263,974
05/07/2022,30.09,21.94,26.01,32.3,26.42,35.47,16.6,64.19,0.06,1256,1344,1052
05/08/2022,30.19,22.75,26.48,32.51,26,35.47,17.4,66.75,1.52,1328,1360,1084
05/09/2022,28.62,23.9,26.26,30.09,26.44,31.42,18.62,76.5,27.41,1310,1334,1071
05/10/2022,27.3,24.05,25.68,28.42,25.48,29.46,18.74,82.69,33.04,1294,1334,1040
05/11/2022,28.06,24.81,26.44,28.99,25.69,31.08,19.65,82.88,18.02,1329,1354,1020
05/12/2022,29.18,25.48,27.33,30.31,27.15,32.01,20.45,80.94,7.7,1339,1362,1017
05/13/2022,29.12,25.79,27.45,30.04,26.94,31.51,20.94,82.69,5.78,1309,1368,1052
05/14/2022,29.69,25.91,27.8,30.58,27.65,32.65,21.06,80.75,2.92,1320,1406,1106
05/15/2022,29.25,26.34,27.8,29.87,27.37,31.52,21.55,84.81,2.74,1363,1448,1139
05/16/2022,28.71,26.47,27.58,28.95,27.57,30.4,21.73,87.88,3.8,1395,1465,1156
05/17/2022,28.33,26.32,27.33,28.59,27.23,29.72,21.55,88.88,5.13,1421,1459,1152
05/18/2022,28.26,25.05,26.65,28.81,26.95,30.69,20.02,83.62,9.56,1431,1469,1137
05/19/2022,28.42,26.27,27.34,28.93,26.75,30.97,21.48,88.38,13.06,1381,1474,1128
05/20/2022,28.19,26.11,27.15,28.63,26.9,29.47,21.3,88.62,22.2,1272,1418,1110
05/21/2022,28.16,25.97,27.06,28.36,26.96,30.1,21.18,88.12,61.44,1228,1366,1092
05/22/2022,28.81,25.47,27.14,29.55,26.96,31.74,20.57,82.88,18.37,1282,1381,1099
05/23/2022,28.15,25.19,26.67,28.76,25.88,30.9,20.2,84.62,25.88,1342,1406,1110
05/24/2022,28.38,25.12,26.75,29.22,25.02,31.73,20.08,83.31,25.22,1380,1427,1098
05/25/2022,28.39,25.23,26.81,29.08,26.48,30.8,20.2,83.5,16.23,1381,1434,1077
05/26/2022,27.88,25.33,26.61,28.9,25.97,30.41,20.32,86.38,17.73,1320,1392,1043
05/27/2022,28.34,25.08,26.71,28.91,25.95,31.45,20.02,83.25,15.77,1241,1337,998
05/28/2022,28.26,25.3,26.79,29.07,25.08,31.87,20.39,84.88,12.98,1215,1330,983
05/29/2022,27.73,25.26,26.49,28.09,25.7,30.01,20.26,86.94,19.59,1215,1323,986
05/30/2022,27.74,24.9,26.33,28.08,25.8,30.33,19.84,85.12,23.54,1210,1318,996
05/31/2022,27.86,24.72,26.29,28.73,25.62,30.67,19.65,83.69,14.46,1196,1327,1008
06/01/2022,27.62,24.98,26.3,28.33,25.69,29.99,19.9,85.94,13.83,1179,1337,1019
06/02/2022,27.97,25.27,26.62,28.54,25.51,30.55,20.26,85.75,5.73,1169,1327,1018
06/03/2022,28.23,25.97,27.1,28.44,26.54,30.37,21.12,87.69,22.39,1166,1303,1011
06/04/2022,27.8,26.23,27.01,27.85,26.65,29.03,21.42,91.12,32.55,1222,1320,1023
06/05/2022,28.4,25.91,27.15,28.85,26.39,31.01,21.06,86.88,4.42,1301,1374,1064
06/06/2022,28.43,25.97,27.2,28.99,26.23,31.23,21.12,87,1.25,1338,1423,1099
06/07/2022,28.57,26.16,27.37,29.17,26.34,31.24,21.42,87.31,0.9,1333,1432,1106
06/08/2022,28.49,26.13,27.31,28.97,26.57,30.91,21.36,87.5,7.29,1305,1396,1093
06/09/2022,28.27,26.06,27.17,28.46,26.92,30.5,21.24,88.06,11.21,1267,1365,1079
06/10/2022,28.25,25.62,26.93,29.12,26.39,31.05,20.69,86.12,9.79,1223,1375,1079
06/11/2022,28.04,25.5,26.76,28.58,26.04,30.67,20.57,86.62,6.31,1236,1405,1089
06/12/2022,28.35,26.08,27.22,28.69,26.25,30.79,21.24,87.81,4.66,1315,1417,1084
06/13/2022,28.61,26.3,27.45,29.12,26.36,31.23,21.48,87.62,7.64,1376,1401,1060
06/14/2022,28.55,26.5,27.53,28.8,27,30.81,21.79,88.81,19.23,1386,1388,1055
06/15/2022,27.8,26.3,27.05,27.9,26.66,29.34,21.48,91.56,23.6,1342,1366,1072
06/16/2022,27.37,25.53,26.45,27.38,26.25,28.81,20.51,89.75,46.63,1252,1301,1068
06/17/2022,26.94,25.59,26.27,26.96,26.02,28.37,20.57,92.25,82.97,1185,1260,1012
06/18/2022,27.01,25.62,26.31,26.96,25.94,28.52,20.63,92.12,97.89,1185,1294,945
06/19/2022,27.11,25.33,26.22,26.98,26.08,28.26,20.26,90.06,68.87,1197,1330,920
06/20/2022,26.48,24.77,25.62,26.48,25.65,27.67,19.65,90.31,66.75,1200,1311,932
06/21/2022,27.35,25.65,26.51,27.65,25.47,29.43,20.81,90.5,54.3,1232,1295,966
06/22/2022,27.26,24.75,26.01,27.85,25.48,29.75,19.59,86.38,12.44,1272,1300,993
06/23/2022,27.22,25.23,26.22,27.67,25.65,29.03,20.14,89,8.48,1270,1318,1004
06/24/2022,27.65,25.5,26.57,28.05,25.73,29.94,20.51,88.38,6.15,1270,1348,1024
06/25/2022,27.59,25.48,26.54,28.26,25.6,29.93,20.51,88.44,15.75,1346,1387,1063
06/26/2022,27.83,25.61,26.72,28.44,25.48,30.69,20.63,88,4.16,1422,1429,1107
06/27/2022,28.12,25.76,26.94,28.64,26.19,30.29,20.81,87.25,5.12,1414,1454,1131
06/28/2022,27.99,25.8,26.9,28.43,26.48,30.26,20.87,88.12,3.54,1356,1434,1120
06/29/2022,28.23,25.71,26.97,28.67,26.23,30.81,20.81,86.56,28.98,1324,1405,1099
06/30/2022,27.79,26.02,26.9,27.92,26.23,29.48,21.24,90.25,14.27,1312,1405,1087
07/01/2022,27.69,26.2,26.94,27.88,26.64,29.22,21.48,91.62,9.19,1317,1425,1078
07/02/2022,28.19,26.02,27.11,28.64,26.34,30.69,21.24,88.25,4.29,1360,1430,1088
07/03/2022,27.75,25.54,26.64,28.12,26.2,30.11,20.63,87.94,6.6,1391,1412,1120
07/04/2022,27.36,25.4,26.38,27.69,25.81,29.48,20.45,89.19,24.13,1390,1416,1132
07/05/2022,28.15,25.87,27.01,28.56,25.92,30.87,21.06,87.69,7.7,1343,1398,1110
